entrez_id	pathway_id	gene_symbol	ensembl_id	pathway_name
103988	path:mmu00010	Gck	ENSMUSG00000041798	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
106557	path:mmu00010	Ldhal6b	ENSMUSG00000101959	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
110695	path:mmu00010	Aldh7a1	ENSMUSG00000053644	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
11522	path:mmu00010	Adh1	ENSMUSG00000074207	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
11529	path:mmu00010	Adh7	ENSMUSG00000055301	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
11532	path:mmu00010	Adh5	ENSMUSG00000028138	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
115487111	path:mmu00010	Gm29667	NA	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
11669	path:mmu00010	Aldh2	ENSMUSG00000029455	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
11670	path:mmu00010	Aldh3a1	ENSMUSG00000019102	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
11671	path:mmu00010	Aldh3a2	ENSMUSG00000010025	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
11674	path:mmu00010	Aldoa	ENSMUSG00000030695	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
11676	path:mmu00010	Aldoc	ENSMUSG00000017390	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
12183	path:mmu00010	Bpgm	ENSMUSG00000038871	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
13382	path:mmu00010	Dld	ENSMUSG00000020664	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
13806	path:mmu00010	Eno1	ENSMUSG00000063524	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
13807	path:mmu00010	Eno2	ENSMUSG00000004267	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
13808	path:mmu00010	Eno3	ENSMUSG00000060600	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
14120	path:mmu00010	Fbp2	ENSMUSG00000021456	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
14121	path:mmu00010	Fbp1	ENSMUSG00000069805	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
14377	path:mmu00010	G6pc	ENSMUSG00000078650	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
14378	path:mmu00010	G6pc2	ENSMUSG00000005232	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
14433	path:mmu00010	Gapdh	ENSMUSG00000057666	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
14447	path:mmu00010	Gapdhs	ENSMUSG00000061099	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
14751	path:mmu00010	Gpi1	ENSMUSG00000036427	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
15275	path:mmu00010	Hk1	ENSMUSG00000037012	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
15277	path:mmu00010	Hk2	ENSMUSG00000000628	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
16828	path:mmu00010	Ldha	ENSMUSG00000063229	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
16832	path:mmu00010	Ldhb	ENSMUSG00000030246	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
16833	path:mmu00010	Ldhc	ENSMUSG00000030851	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
17330	path:mmu00010	Minpp1	ENSMUSG00000024896	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18534	path:mmu00010	Pck1	ENSMUSG00000027513	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18597	path:mmu00010	Pdha1	ENSMUSG00000031299	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18598	path:mmu00010	Pdha2	ENSMUSG00000047674	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18641	path:mmu00010	Pfkl	ENSMUSG00000020277	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18642	path:mmu00010	Pfkm	ENSMUSG00000033065	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18648	path:mmu00010	Pgam1	ENSMUSG00000011752	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18655	path:mmu00010	Pgk1	ENSMUSG00000062070	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18663	path:mmu00010	Pgk2	ENSMUSG00000031233	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18746	path:mmu00010	Pkm	ENSMUSG00000032294	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
18770	path:mmu00010	Pklr	ENSMUSG00000041237	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
212032	path:mmu00010	Hk3	ENSMUSG00000025877	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
216019	path:mmu00010	Hkdc1	ENSMUSG00000020080	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
21991	path:mmu00010	Tpi1	ENSMUSG00000023456	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
226265	path:mmu00010	Eno4	ENSMUSG00000048029	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
230163	path:mmu00010	Aldob	ENSMUSG00000028307	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
235339	path:mmu00010	Dlat	ENSMUSG00000000168	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
26876	path:mmu00010	Adh4	ENSMUSG00000037797	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
319625	path:mmu00010	Galm	ENSMUSG00000035473	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
353204	path:mmu00010	Aldoart1	ENSMUSG00000059343	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
433182	path:mmu00010	Eno1b	ENSMUSG00000059040	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
56012	path:mmu00010	Pgam2	ENSMUSG00000020475	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
56421	path:mmu00010	Pfkp	ENSMUSG00000021196	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
56752	path:mmu00010	Aldh9a1	ENSMUSG00000026687	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
58810	path:mmu00010	Akr1a1	ENSMUSG00000028692	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
60525	path:mmu00010	Acss2	ENSMUSG00000027605	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
621603	path:mmu00010	Aldh3b2	ENSMUSG00000075296	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
66681	path:mmu00010	Pgm2	ENSMUSG00000029171	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
67689	path:mmu00010	Aldh3b1	ENSMUSG00000024885	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
68263	path:mmu00010	Pdhb	ENSMUSG00000021748	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
68401	path:mmu00010	G6pc3	ENSMUSG00000034793	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
68738	path:mmu00010	Acss1	ENSMUSG00000027452	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
72141	path:mmu00010	Adpgk	ENSMUSG00000025236	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
72157	path:mmu00010	Pgm1	ENSMUSG00000025791	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
72535	path:mmu00010	Aldh1b1	ENSMUSG00000035561	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
73458	path:mmu00010	Aldh3b3	ENSMUSG00000037263	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
74551	path:mmu00010	Pck2	ENSMUSG00000040618	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
79459	path:mmu00010	Aldoart2	ENSMUSG00000063129	Glycolysis / Gluconeogenesis - Mus musculus (house mouse)
104112	path:mmu00020	Acly	ENSMUSG00000020917	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
11428	path:mmu00020	Aco1	ENSMUSG00000028405	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
11429	path:mmu00020	Aco2	ENSMUSG00000022477	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
12974	path:mmu00020	Cs	ENSMUSG00000005683	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
13382	path:mmu00020	Dld	ENSMUSG00000020664	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
14194	path:mmu00020	Fh1	ENSMUSG00000026526	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
15926	path:mmu00020	Idh1	ENSMUSG00000025950	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
15929	path:mmu00020	Idh3g	ENSMUSG00000002010	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
170718	path:mmu00020	Idh3b	ENSMUSG00000027406	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
17448	path:mmu00020	Mdh2	ENSMUSG00000019179	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
17449	path:mmu00020	Mdh1	ENSMUSG00000020321	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
18293	path:mmu00020	Ogdh	ENSMUSG00000020456	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
18534	path:mmu00020	Pck1	ENSMUSG00000027513	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
18563	path:mmu00020	Pcx	ENSMUSG00000024892	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
18597	path:mmu00020	Pdha1	ENSMUSG00000031299	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
18598	path:mmu00020	Pdha2	ENSMUSG00000047674	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
20916	path:mmu00020	Sucla2	ENSMUSG00000022110	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
20917	path:mmu00020	Suclg2	ENSMUSG00000061838	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
235339	path:mmu00020	Dlat	ENSMUSG00000000168	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
239017	path:mmu00020	Ogdhl	ENSMUSG00000021913	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
243996	path:mmu00020	4933405O20Rik	ENSMUSG00000084234	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
269951	path:mmu00020	Idh2	ENSMUSG00000030541	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
56451	path:mmu00020	Suclg1	ENSMUSG00000052738	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
66052	path:mmu00020	Sdhc	ENSMUSG00000058076	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
66925	path:mmu00020	Sdhd	ENSMUSG00000000171	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
66945	path:mmu00020	Sdha	ENSMUSG00000021577	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
67680	path:mmu00020	Sdhb	ENSMUSG00000009863	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
67834	path:mmu00020	Idh3a	ENSMUSG00000032279	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
68263	path:mmu00020	Pdhb	ENSMUSG00000021748	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
71832	path:mmu00020	Csl	ENSMUSG00000046934	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
74551	path:mmu00020	Pck2	ENSMUSG00000040618	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
78920	path:mmu00020	Dlst	ENSMUSG00000004789	Citrate cycle (TCA cycle) - Mus musculus (house mouse)
100198	path:mmu00030	H6pd	ENSMUSG00000028980	Pentose phosphate pathway - Mus musculus (house mouse)
110208	path:mmu00030	Pgd	ENSMUSG00000028961	Pentose phosphate pathway - Mus musculus (house mouse)
110639	path:mmu00030	Prps2	ENSMUSG00000025742	Pentose phosphate pathway - Mus musculus (house mouse)
11674	path:mmu00030	Aldoa	ENSMUSG00000030695	Pentose phosphate pathway - Mus musculus (house mouse)
11676	path:mmu00030	Aldoc	ENSMUSG00000017390	Pentose phosphate pathway - Mus musculus (house mouse)
14120	path:mmu00030	Fbp2	ENSMUSG00000021456	Pentose phosphate pathway - Mus musculus (house mouse)
14121	path:mmu00030	Fbp1	ENSMUSG00000069805	Pentose phosphate pathway - Mus musculus (house mouse)
14380	path:mmu00030	G6pd2	ENSMUSG00000089992	Pentose phosphate pathway - Mus musculus (house mouse)
14381	path:mmu00030	G6pdx	ENSMUSG00000031400	Pentose phosphate pathway - Mus musculus (house mouse)
14751	path:mmu00030	Gpi1	ENSMUSG00000036427	Pentose phosphate pathway - Mus musculus (house mouse)
18641	path:mmu00030	Pfkl	ENSMUSG00000020277	Pentose phosphate pathway - Mus musculus (house mouse)
18642	path:mmu00030	Pfkm	ENSMUSG00000033065	Pentose phosphate pathway - Mus musculus (house mouse)
19139	path:mmu00030	Prps1	ENSMUSG00000031432	Pentose phosphate pathway - Mus musculus (house mouse)
19733	path:mmu00030	Rgn	ENSMUSG00000023070	Pentose phosphate pathway - Mus musculus (house mouse)
19895	path:mmu00030	Rpia	ENSMUSG00000053604	Pentose phosphate pathway - Mus musculus (house mouse)
21351	path:mmu00030	Taldo1	ENSMUSG00000025503	Pentose phosphate pathway - Mus musculus (house mouse)
21881	path:mmu00030	Tkt	ENSMUSG00000021957	Pentose phosphate pathway - Mus musculus (house mouse)
230163	path:mmu00030	Aldob	ENSMUSG00000028307	Pentose phosphate pathway - Mus musculus (house mouse)
232449	path:mmu00030	Dera	ENSMUSG00000030225	Pentose phosphate pathway - Mus musculus (house mouse)
235582	path:mmu00030	Glyctk	ENSMUSG00000020258	Pentose phosphate pathway - Mus musculus (house mouse)
328099	path:mmu00030	Prps1l3	ENSMUSG00000079104	Pentose phosphate pathway - Mus musculus (house mouse)
353204	path:mmu00030	Aldoart1	ENSMUSG00000059343	Pentose phosphate pathway - Mus musculus (house mouse)
56421	path:mmu00030	Pfkp	ENSMUSG00000021196	Pentose phosphate pathway - Mus musculus (house mouse)
66171	path:mmu00030	Pgls	ENSMUSG00000031807	Pentose phosphate pathway - Mus musculus (house mouse)
66646	path:mmu00030	Rpe	ENSMUSG00000026005	Pentose phosphate pathway - Mus musculus (house mouse)
66681	path:mmu00030	Pgm2	ENSMUSG00000029171	Pentose phosphate pathway - Mus musculus (house mouse)
71336	path:mmu00030	Rbks	ENSMUSG00000029136	Pentose phosphate pathway - Mus musculus (house mouse)
72157	path:mmu00030	Pgm1	ENSMUSG00000025791	Pentose phosphate pathway - Mus musculus (house mouse)
74419	path:mmu00030	Tktl2	ENSMUSG00000025519	Pentose phosphate pathway - Mus musculus (house mouse)
75456	path:mmu00030	Prps1l1	ENSMUSG00000092305	Pentose phosphate pathway - Mus musculus (house mouse)
75731	path:mmu00030	Idnk	ENSMUSG00000050002	Pentose phosphate pathway - Mus musculus (house mouse)
79459	path:mmu00030	Aldoart2	ENSMUSG00000063129	Pentose phosphate pathway - Mus musculus (house mouse)
83553	path:mmu00030	Tktl1	ENSMUSG00000031397	Pentose phosphate pathway - Mus musculus (house mouse)
100559	path:mmu00040	Ugt2b38	ENSMUSG00000061906	Pentose and glucuronate interconversions - Mus musculus (house mouse)
100727	path:mmu00040	Ugt2b34	ENSMUSG00000029260	Pentose and glucuronate interconversions - Mus musculus (house mouse)
102448	path:mmu00040	Xylb	ENSMUSG00000035769	Pentose and glucuronate interconversions - Mus musculus (house mouse)
110006	path:mmu00040	Gusb	ENSMUSG00000025534	Pentose and glucuronate interconversions - Mus musculus (house mouse)
112417	path:mmu00040	Ugt2b37	ENSMUSG00000057425	Pentose and glucuronate interconversions - Mus musculus (house mouse)
11677	path:mmu00040	Akr1b3	ENSMUSG00000001642	Pentose and glucuronate interconversions - Mus musculus (house mouse)
11997	path:mmu00040	Akr1b7	ENSMUSG00000052131	Pentose and glucuronate interconversions - Mus musculus (house mouse)
14187	path:mmu00040	Akr1b8	ENSMUSG00000029762	Pentose and glucuronate interconversions - Mus musculus (house mouse)
16591	path:mmu00040	Kl	ENSMUSG00000058488	Pentose and glucuronate interconversions - Mus musculus (house mouse)
20322	path:mmu00040	Sord	ENSMUSG00000027227	Pentose and glucuronate interconversions - Mus musculus (house mouse)
216558	path:mmu00040	Ugp2	ENSMUSG00000001891	Pentose and glucuronate interconversions - Mus musculus (house mouse)
22235	path:mmu00040	Ugdh	ENSMUSG00000029201	Pentose and glucuronate interconversions - Mus musculus (house mouse)
22236	path:mmu00040	Ugt1a2	ENSMUSG00000090171	Pentose and glucuronate interconversions - Mus musculus (house mouse)
22238	path:mmu00040	Ugt2b5	ENSMUSG00000054630	Pentose and glucuronate interconversions - Mus musculus (house mouse)
231396	path:mmu00040	Ugt2b36	ENSMUSG00000070704	Pentose and glucuronate interconversions - Mus musculus (house mouse)
243085	path:mmu00040	Ugt2b35	ENSMUSG00000035811	Pentose and glucuronate interconversions - Mus musculus (house mouse)
394430	path:mmu00040	Ugt1a10	ENSMUSG00000090165	Pentose and glucuronate interconversions - Mus musculus (house mouse)
394432	path:mmu00040	Ugt1a7c	ENSMUSG00000090124	Pentose and glucuronate interconversions - Mus musculus (house mouse)
394433	path:mmu00040	Ugt1a5	ENSMUSG00000089943	Pentose and glucuronate interconversions - Mus musculus (house mouse)
394434	path:mmu00040	Ugt1a9	ENSMUSG00000090175	Pentose and glucuronate interconversions - Mus musculus (house mouse)
394435	path:mmu00040	Ugt1a6b	ENSMUSG00000090145	Pentose and glucuronate interconversions - Mus musculus (house mouse)
394436	path:mmu00040	Ugt1a1	ENSMUSG00000089960	Pentose and glucuronate interconversions - Mus musculus (house mouse)
552899	path:mmu00040	Ugt2a2	ENSMUSG00000029268	Pentose and glucuronate interconversions - Mus musculus (house mouse)
58810	path:mmu00040	Akr1a1	ENSMUSG00000028692	Pentose and glucuronate interconversions - Mus musculus (house mouse)
613123	path:mmu00040	Ugt1a8	ENSMUSG00000089675	Pentose and glucuronate interconversions - Mus musculus (house mouse)
66646	path:mmu00040	Rpe	ENSMUSG00000026005	Pentose and glucuronate interconversions - Mus musculus (house mouse)
67861	path:mmu00040	Akr1b10	ENSMUSG00000061758	Pentose and glucuronate interconversions - Mus musculus (house mouse)
67880	path:mmu00040	Dcxr	ENSMUSG00000039450	Pentose and glucuronate interconversions - Mus musculus (house mouse)
68631	path:mmu00040	Cryl1	ENSMUSG00000021947	Pentose and glucuronate interconversions - Mus musculus (house mouse)
71755	path:mmu00040	Dhdh	ENSMUSG00000011382	Pentose and glucuronate interconversions - Mus musculus (house mouse)
71773	path:mmu00040	Ugt2b1	ENSMUSG00000035836	Pentose and glucuronate interconversions - Mus musculus (house mouse)
72094	path:mmu00040	Ugt2a3	ENSMUSG00000035780	Pentose and glucuronate interconversions - Mus musculus (house mouse)
75578	path:mmu00040	Fggy	ENSMUSG00000028573	Pentose and glucuronate interconversions - Mus musculus (house mouse)
75847	path:mmu00040	Crppa	ENSMUSG00000043153	Pentose and glucuronate interconversions - Mus musculus (house mouse)
94215	path:mmu00040	Ugt2a1	ENSMUSG00000106677	Pentose and glucuronate interconversions - Mus musculus (house mouse)
94284	path:mmu00040	Ugt1a6a	ENSMUSG00000054545	Pentose and glucuronate interconversions - Mus musculus (house mouse)
110119	path:mmu00051	Mpi	ENSMUSG00000032306	Fructose and mannose metabolism - Mus musculus (house mouse)
11674	path:mmu00051	Aldoa	ENSMUSG00000030695	Fructose and mannose metabolism - Mus musculus (house mouse)
11676	path:mmu00051	Aldoc	ENSMUSG00000017390	Fructose and mannose metabolism - Mus musculus (house mouse)
11677	path:mmu00051	Akr1b3	ENSMUSG00000001642	Fructose and mannose metabolism - Mus musculus (house mouse)
11997	path:mmu00051	Akr1b7	ENSMUSG00000052131	Fructose and mannose metabolism - Mus musculus (house mouse)
14120	path:mmu00051	Fbp2	ENSMUSG00000021456	Fructose and mannose metabolism - Mus musculus (house mouse)
14121	path:mmu00051	Fbp1	ENSMUSG00000069805	Fructose and mannose metabolism - Mus musculus (house mouse)
14187	path:mmu00051	Akr1b8	ENSMUSG00000029762	Fructose and mannose metabolism - Mus musculus (house mouse)
15275	path:mmu00051	Hk1	ENSMUSG00000037012	Fructose and mannose metabolism - Mus musculus (house mouse)
15277	path:mmu00051	Hk2	ENSMUSG00000000628	Fructose and mannose metabolism - Mus musculus (house mouse)
16548	path:mmu00051	Khk	ENSMUSG00000029162	Fructose and mannose metabolism - Mus musculus (house mouse)
170768	path:mmu00051	Pfkfb3	ENSMUSG00000026773	Fructose and mannose metabolism - Mus musculus (house mouse)
18639	path:mmu00051	Pfkfb1	ENSMUSG00000025271	Fructose and mannose metabolism - Mus musculus (house mouse)
18640	path:mmu00051	Pfkfb2	ENSMUSG00000026409	Fructose and mannose metabolism - Mus musculus (house mouse)
18641	path:mmu00051	Pfkl	ENSMUSG00000020277	Fructose and mannose metabolism - Mus musculus (house mouse)
18642	path:mmu00051	Pfkm	ENSMUSG00000033065	Fructose and mannose metabolism - Mus musculus (house mouse)
20322	path:mmu00051	Sord	ENSMUSG00000027227	Fructose and mannose metabolism - Mus musculus (house mouse)
212032	path:mmu00051	Hk3	ENSMUSG00000025877	Fructose and mannose metabolism - Mus musculus (house mouse)
216019	path:mmu00051	Hkdc1	ENSMUSG00000020080	Fructose and mannose metabolism - Mus musculus (house mouse)
218138	path:mmu00051	Gmds	ENSMUSG00000038372	Fructose and mannose metabolism - Mus musculus (house mouse)
21991	path:mmu00051	Tpi1	ENSMUSG00000023456	Fructose and mannose metabolism - Mus musculus (house mouse)
22122	path:mmu00051	Gfus	ENSMUSG00000022570	Fructose and mannose metabolism - Mus musculus (house mouse)
225913	path:mmu00051	Tkfc	ENSMUSG00000034371	Fructose and mannose metabolism - Mus musculus (house mouse)
230163	path:mmu00051	Aldob	ENSMUSG00000028307	Fructose and mannose metabolism - Mus musculus (house mouse)
234730	path:mmu00051	Fcsk	ENSMUSG00000033703	Fructose and mannose metabolism - Mus musculus (house mouse)
270198	path:mmu00051	Pfkfb4	ENSMUSG00000025648	Fructose and mannose metabolism - Mus musculus (house mouse)
29858	path:mmu00051	Pmm1	ENSMUSG00000022474	Fructose and mannose metabolism - Mus musculus (house mouse)
319801	path:mmu00051	Tigar	ENSMUSG00000038028	Fructose and mannose metabolism - Mus musculus (house mouse)
331026	path:mmu00051	Gmppb	ENSMUSG00000070284	Fructose and mannose metabolism - Mus musculus (house mouse)
353204	path:mmu00051	Aldoart1	ENSMUSG00000059343	Fructose and mannose metabolism - Mus musculus (house mouse)
54128	path:mmu00051	Pmm2	ENSMUSG00000022711	Fructose and mannose metabolism - Mus musculus (house mouse)
56421	path:mmu00051	Pfkp	ENSMUSG00000021196	Fructose and mannose metabolism - Mus musculus (house mouse)
67861	path:mmu00051	Akr1b10	ENSMUSG00000061758	Fructose and mannose metabolism - Mus musculus (house mouse)
69080	path:mmu00051	Gmppa	ENSMUSG00000033021	Fructose and mannose metabolism - Mus musculus (house mouse)
75540	path:mmu00051	Fpgt	ENSMUSG00000053870	Fructose and mannose metabolism - Mus musculus (house mouse)
79459	path:mmu00051	Aldoart2	ENSMUSG00000063129	Fructose and mannose metabolism - Mus musculus (house mouse)
103988	path:mmu00052	Gck	ENSMUSG00000041798	Galactose metabolism - Mus musculus (house mouse)
11605	path:mmu00052	Gla	ENSMUSG00000031266	Galactose metabolism - Mus musculus (house mouse)
11677	path:mmu00052	Akr1b3	ENSMUSG00000001642	Galactose metabolism - Mus musculus (house mouse)
11997	path:mmu00052	Akr1b7	ENSMUSG00000052131	Galactose metabolism - Mus musculus (house mouse)
12091	path:mmu00052	Glb1	ENSMUSG00000045594	Galactose metabolism - Mus musculus (house mouse)
14187	path:mmu00052	Akr1b8	ENSMUSG00000029762	Galactose metabolism - Mus musculus (house mouse)
14377	path:mmu00052	G6pc	ENSMUSG00000078650	Galactose metabolism - Mus musculus (house mouse)
14378	path:mmu00052	G6pc2	ENSMUSG00000005232	Galactose metabolism - Mus musculus (house mouse)
14387	path:mmu00052	Gaa	ENSMUSG00000025579	Galactose metabolism - Mus musculus (house mouse)
14430	path:mmu00052	Galt	ENSMUSG00000036073	Galactose metabolism - Mus musculus (house mouse)
14595	path:mmu00052	B4galt1	ENSMUSG00000028413	Galactose metabolism - Mus musculus (house mouse)
14635	path:mmu00052	Galk1	ENSMUSG00000020766	Galactose metabolism - Mus musculus (house mouse)
15275	path:mmu00052	Hk1	ENSMUSG00000037012	Galactose metabolism - Mus musculus (house mouse)
15277	path:mmu00052	Hk2	ENSMUSG00000000628	Galactose metabolism - Mus musculus (house mouse)
16770	path:mmu00052	Lalba	ENSMUSG00000022991	Galactose metabolism - Mus musculus (house mouse)
18641	path:mmu00052	Pfkl	ENSMUSG00000020277	Galactose metabolism - Mus musculus (house mouse)
18642	path:mmu00052	Pfkm	ENSMUSG00000033065	Galactose metabolism - Mus musculus (house mouse)
212032	path:mmu00052	Hk3	ENSMUSG00000025877	Galactose metabolism - Mus musculus (house mouse)
216019	path:mmu00052	Hkdc1	ENSMUSG00000020080	Galactose metabolism - Mus musculus (house mouse)
216558	path:mmu00052	Ugp2	ENSMUSG00000001891	Galactose metabolism - Mus musculus (house mouse)
226413	path:mmu00052	Lct	ENSMUSG00000026354	Galactose metabolism - Mus musculus (house mouse)
232714	path:mmu00052	Mgam	ENSMUSG00000068587	Galactose metabolism - Mus musculus (house mouse)
319625	path:mmu00052	Galm	ENSMUSG00000035473	Galactose metabolism - Mus musculus (house mouse)
53418	path:mmu00052	B4galt2	ENSMUSG00000028541	Galactose metabolism - Mus musculus (house mouse)
56421	path:mmu00052	Pfkp	ENSMUSG00000021196	Galactose metabolism - Mus musculus (house mouse)
66681	path:mmu00052	Pgm2	ENSMUSG00000029171	Galactose metabolism - Mus musculus (house mouse)
67861	path:mmu00052	Akr1b10	ENSMUSG00000061758	Galactose metabolism - Mus musculus (house mouse)
68401	path:mmu00052	G6pc3	ENSMUSG00000034793	Galactose metabolism - Mus musculus (house mouse)
69983	path:mmu00052	Sis	ENSMUSG00000027790	Galactose metabolism - Mus musculus (house mouse)
72157	path:mmu00052	Pgm1	ENSMUSG00000025791	Galactose metabolism - Mus musculus (house mouse)
74246	path:mmu00052	Gale	ENSMUSG00000028671	Galactose metabolism - Mus musculus (house mouse)
76051	path:mmu00052	Ganc	ENSMUSG00000062646	Galactose metabolism - Mus musculus (house mouse)
100559	path:mmu00053	Ugt2b38	ENSMUSG00000061906	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
100727	path:mmu00053	Ugt2b34	ENSMUSG00000029260	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
110006	path:mmu00053	Gusb	ENSMUSG00000025534	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
110695	path:mmu00053	Aldh7a1	ENSMUSG00000053644	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
112417	path:mmu00053	Ugt2b37	ENSMUSG00000057425	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
11669	path:mmu00053	Aldh2	ENSMUSG00000029455	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
11671	path:mmu00053	Aldh3a2	ENSMUSG00000010025	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
16591	path:mmu00053	Kl	ENSMUSG00000058488	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
19733	path:mmu00053	Rgn	ENSMUSG00000023070	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
22235	path:mmu00053	Ugdh	ENSMUSG00000029201	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
22236	path:mmu00053	Ugt1a2	ENSMUSG00000090171	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
22238	path:mmu00053	Ugt2b5	ENSMUSG00000054630	Ascorbate and aldarate metabolism - Mus musculus (house mouse)
