entrez_id	pathway_id	gene_symbol	ensembl_id	pathway_name
258227	path:mmu04740	Olfr1418	ENSMUSG00000060556	Olfactory transduction - Mus musculus (house mouse)
258228	path:mmu04740	Olfr1415	ENSMUSG00000057464	Olfactory transduction - Mus musculus (house mouse)
258231	path:mmu04740	Olfr1471	ENSMUSG00000096320	Olfactory transduction - Mus musculus (house mouse)
258232	path:mmu04740	Olfr774	ENSMUSG00000096229	Olfactory transduction - Mus musculus (house mouse)
258233	path:mmu04740	Olfr741	ENSMUSG00000095765	Olfactory transduction - Mus musculus (house mouse)
258235	path:mmu04740	Olfr1084	ENSMUSG00000110804	Olfactory transduction - Mus musculus (house mouse)
258236	path:mmu04740	Olfr391	ENSMUSG00000070382	Olfactory transduction - Mus musculus (house mouse)
258238	path:mmu04740	Olfr417	ENSMUSG00000066672	Olfactory transduction - Mus musculus (house mouse)
258241	path:mmu04740	Olfr1212	ENSMUSG00000048226	Olfactory transduction - Mus musculus (house mouse)
258242	path:mmu04740	Olfr955	ENSMUSG00000063176	Olfactory transduction - Mus musculus (house mouse)
258245	path:mmu04740	Olfr1036	ENSMUSG00000099820	Olfactory transduction - Mus musculus (house mouse)
258246	path:mmu04740	Olfr594	ENSMUSG00000073954	Olfactory transduction - Mus musculus (house mouse)
258247	path:mmu04740	Olfr645	ENSMUSG00000051340	Olfactory transduction - Mus musculus (house mouse)
258248	path:mmu04740	Olfr576	ENSMUSG00000073962	Olfactory transduction - Mus musculus (house mouse)
258249	path:mmu04740	Olfr845	ENSMUSG00000061614	Olfactory transduction - Mus musculus (house mouse)
258252	path:mmu04740	Olfr813	ENSMUSG00000052818	Olfactory transduction - Mus musculus (house mouse)
258255	path:mmu04740	Olfr1010	ENSMUSG00000110879	Olfactory transduction - Mus musculus (house mouse)
258257	path:mmu04740	Olfr1313	ENSMUSG00000074946	Olfactory transduction - Mus musculus (house mouse)
258258	path:mmu04740	Olfr1308	ENSMUSG00000074952	Olfactory transduction - Mus musculus (house mouse)
258259	path:mmu04740	Olfr1338	ENSMUSG00000095218	Olfactory transduction - Mus musculus (house mouse)
258261	path:mmu04740	Olfr325	ENSMUSG00000060765	Olfactory transduction - Mus musculus (house mouse)
258263	path:mmu04740	Olfr117	ENSMUSG00000095286	Olfactory transduction - Mus musculus (house mouse)
258264	path:mmu04740	Olfr747	ENSMUSG00000057179	Olfactory transduction - Mus musculus (house mouse)
258265	path:mmu04740	Olfr1333	ENSMUSG00000110947	Olfactory transduction - Mus musculus (house mouse)
258266	path:mmu04740	Olfr247	ENSMUSG00000095608	Olfactory transduction - Mus musculus (house mouse)
258267	path:mmu04740	Olfr370	ENSMUSG00000047286	Olfactory transduction - Mus musculus (house mouse)
258268	path:mmu04740	Olfr1511	ENSMUSG00000063867	Olfactory transduction - Mus musculus (house mouse)
258269	path:mmu04740	Olfr930	ENSMUSG00000063221	Olfactory transduction - Mus musculus (house mouse)
258270	path:mmu04740	Olfr448	ENSMUSG00000043119	Olfactory transduction - Mus musculus (house mouse)
258271	path:mmu04740	Olfr1311	ENSMUSG00000109403	Olfactory transduction - Mus musculus (house mouse)
258272	path:mmu04740	Olfr1402	ENSMUSG00000051392	Olfactory transduction - Mus musculus (house mouse)
258273	path:mmu04740	Olfr1394	ENSMUSG00000048378	Olfactory transduction - Mus musculus (house mouse)
258274	path:mmu04740	Olfr1412	ENSMUSG00000046300	Olfactory transduction - Mus musculus (house mouse)
258275	path:mmu04740	Olfr729	ENSMUSG00000049011	Olfactory transduction - Mus musculus (house mouse)
258276	path:mmu04740	Olfr960	ENSMUSG00000059867	Olfactory transduction - Mus musculus (house mouse)
258277	path:mmu04740	Olfr281	ENSMUSG00000032987	Olfactory transduction - Mus musculus (house mouse)
258278	path:mmu04740	Olfr284	ENSMUSG00000051793	Olfactory transduction - Mus musculus (house mouse)
258279	path:mmu04740	Olfr846	ENSMUSG00000058692	Olfactory transduction - Mus musculus (house mouse)
258280	path:mmu04740	Olfr1366	ENSMUSG00000048996	Olfactory transduction - Mus musculus (house mouse)
258281	path:mmu04740	Olfr780	ENSMUSG00000049573	Olfactory transduction - Mus musculus (house mouse)
258282	path:mmu04740	Olfr801	ENSMUSG00000058513	Olfactory transduction - Mus musculus (house mouse)
258283	path:mmu04740	Olfr981	ENSMUSG00000046678	Olfactory transduction - Mus musculus (house mouse)
258284	path:mmu04740	Olfr114	ENSMUSG00000062629	Olfactory transduction - Mus musculus (house mouse)
258285	path:mmu04740	Olfr122	ENSMUSG00000083947	Olfactory transduction - Mus musculus (house mouse)
258286	path:mmu04740	Olfr113	ENSMUSG00000092292	Olfactory transduction - Mus musculus (house mouse)
258287	path:mmu04740	Olfr125	ENSMUSG00000050613	Olfactory transduction - Mus musculus (house mouse)
258288	path:mmu04740	Olfr1484	ENSMUSG00000096289	Olfactory transduction - Mus musculus (house mouse)
258289	path:mmu04740	Olfr1324	ENSMUSG00000048173	Olfactory transduction - Mus musculus (house mouse)
258290	path:mmu04740	Olfr1143	ENSMUSG00000068815	Olfactory transduction - Mus musculus (house mouse)
258291	path:mmu04740	Olfr1167	ENSMUSG00000100899	Olfactory transduction - Mus musculus (house mouse)
258292	path:mmu04740	Olfr446	ENSMUSG00000073111	Olfactory transduction - Mus musculus (house mouse)
258293	path:mmu04740	Olfr437	ENSMUSG00000071481	Olfactory transduction - Mus musculus (house mouse)
258294	path:mmu04740	Olfr1115	ENSMUSG00000070856	Olfactory transduction - Mus musculus (house mouse)
258295	path:mmu04740	Olfr746	ENSMUSG00000058188	Olfactory transduction - Mus musculus (house mouse)
258296	path:mmu04740	Olfr745	ENSMUSG00000050028	Olfactory transduction - Mus musculus (house mouse)
258297	path:mmu04740	Olfr827	ENSMUSG00000045559	Olfactory transduction - Mus musculus (house mouse)
258298	path:mmu04740	Olfr1475	ENSMUSG00000096708	Olfactory transduction - Mus musculus (house mouse)
258299	path:mmu04740	Olfr1461	ENSMUSG00000045883	Olfactory transduction - Mus musculus (house mouse)
258300	path:mmu04740	Olfr1449	ENSMUSG00000049498	Olfactory transduction - Mus musculus (house mouse)
258301	path:mmu04740	Olfr1340	ENSMUSG00000070821	Olfactory transduction - Mus musculus (house mouse)
258302	path:mmu04740	Olfr420	ENSMUSG00000055033	Olfactory transduction - Mus musculus (house mouse)
258303	path:mmu04740	Olfr518	ENSMUSG00000046431	Olfactory transduction - Mus musculus (house mouse)
258304	path:mmu04740	Olfr498	ENSMUSG00000096679	Olfactory transduction - Mus musculus (house mouse)
258305	path:mmu04740	Olfr1356	ENSMUSG00000051190	Olfactory transduction - Mus musculus (house mouse)
258306	path:mmu04740	Olfr1337	ENSMUSG00000111159	Olfactory transduction - Mus musculus (house mouse)
258307	path:mmu04740	Olfr493	ENSMUSG00000093980	Olfactory transduction - Mus musculus (house mouse)
258308	path:mmu04740	Olfr510	ENSMUSG00000096209	Olfactory transduction - Mus musculus (house mouse)
258309	path:mmu04740	Olfr657	ENSMUSG00000073923	Olfactory transduction - Mus musculus (house mouse)
258310	path:mmu04740	Olfr145	ENSMUSG00000066748	Olfactory transduction - Mus musculus (house mouse)
258311	path:mmu04740	Olfr601	ENSMUSG00000109951	Olfactory transduction - Mus musculus (house mouse)
258313	path:mmu04740	Olfr726	ENSMUSG00000060523	Olfactory transduction - Mus musculus (house mouse)
258314	path:mmu04740	Olfr725	ENSMUSG00000068437	Olfactory transduction - Mus musculus (house mouse)
258315	path:mmu04740	Olfr767	ENSMUSG00000059762	Olfactory transduction - Mus musculus (house mouse)
258316	path:mmu04740	Olfr727	ENSMUSG00000059488	Olfactory transduction - Mus musculus (house mouse)
258317	path:mmu04740	Olfr1145	ENSMUSG00000068814	Olfactory transduction - Mus musculus (house mouse)
258318	path:mmu04740	Olfr186	ENSMUSG00000047960	Olfactory transduction - Mus musculus (house mouse)
258319	path:mmu04740	Olfr187	ENSMUSG00000043357	Olfactory transduction - Mus musculus (house mouse)
258320	path:mmu04740	Olfr1232	ENSMUSG00000075092	Olfactory transduction - Mus musculus (house mouse)
258321	path:mmu04740	Olfr809	ENSMUSG00000050251	Olfactory transduction - Mus musculus (house mouse)
258322	path:mmu04740	Olfr554	ENSMUSG00000073971	Olfactory transduction - Mus musculus (house mouse)
258323	path:mmu04740	Olfr943	ENSMUSG00000094970	Olfactory transduction - Mus musculus (house mouse)
258324	path:mmu04740	Olfr129	ENSMUSG00000081724	Olfactory transduction - Mus musculus (house mouse)
258325	path:mmu04740	Olfr110	ENSMUSG00000090894	Olfactory transduction - Mus musculus (house mouse)
258326	path:mmu04740	Olfr642	ENSMUSG00000049797	Olfactory transduction - Mus musculus (house mouse)
258327	path:mmu04740	Olfr958	ENSMUSG00000050853	Olfactory transduction - Mus musculus (house mouse)
258328	path:mmu04740	Olfr954	ENSMUSG00000094745	Olfactory transduction - Mus musculus (house mouse)
258329	path:mmu04740	Olfr135	ENSMUSG00000057801	Olfactory transduction - Mus musculus (house mouse)
258330	path:mmu04740	Olfr1274	ENSMUSG00000082980	Olfactory transduction - Mus musculus (house mouse)
258331	path:mmu04740	Olfr1330	ENSMUSG00000073768	Olfactory transduction - Mus musculus (house mouse)
258333	path:mmu04740	Olfr893	ENSMUSG00000093901	Olfactory transduction - Mus musculus (house mouse)
258334	path:mmu04740	Olfr1396	ENSMUSG00000047511	Olfactory transduction - Mus musculus (house mouse)
258335	path:mmu04740	Olfr374	ENSMUSG00000046881	Olfactory transduction - Mus musculus (house mouse)
258336	path:mmu04740	Olfr77	ENSMUSG00000051118	Olfactory transduction - Mus musculus (house mouse)
258338	path:mmu04740	Olfr1259	ENSMUSG00000068806	Olfactory transduction - Mus musculus (house mouse)
258339	path:mmu04740	Olfr1269	ENSMUSG00000084336	Olfactory transduction - Mus musculus (house mouse)
258340	path:mmu04740	Olfr1265	ENSMUSG00000059910	Olfactory transduction - Mus musculus (house mouse)
258341	path:mmu04740	Olfr1495	ENSMUSG00000047207	Olfactory transduction - Mus musculus (house mouse)
258342	path:mmu04740	Olfr1491	ENSMUSG00000051156	Olfactory transduction - Mus musculus (house mouse)
258343	path:mmu04740	Olfr397	ENSMUSG00000057050	Olfactory transduction - Mus musculus (house mouse)
258344	path:mmu04740	Olfr390	ENSMUSG00000069818	Olfactory transduction - Mus musculus (house mouse)
258345	path:mmu04740	Olfr1121	ENSMUSG00000070852	Olfactory transduction - Mus musculus (house mouse)
258346	path:mmu04740	Olfr1128	ENSMUSG00000075156	Olfactory transduction - Mus musculus (house mouse)
258347	path:mmu04740	Olfr1123	ENSMUSG00000043274	Olfactory transduction - Mus musculus (house mouse)
258348	path:mmu04740	Olfr1133	ENSMUSG00000075155	Olfactory transduction - Mus musculus (house mouse)
258350	path:mmu04740	Olfr706	ENSMUSG00000109354	Olfactory transduction - Mus musculus (house mouse)
258351	path:mmu04740	Olfr633	ENSMUSG00000073937	Olfactory transduction - Mus musculus (house mouse)
258352	path:mmu04740	Olfr692	ENSMUSG00000073906	Olfactory transduction - Mus musculus (house mouse)
258353	path:mmu04740	Olfr521	ENSMUSG00000073997	Olfactory transduction - Mus musculus (house mouse)
258354	path:mmu04740	Olfr168	ENSMUSG00000061361	Olfactory transduction - Mus musculus (house mouse)
258355	path:mmu04740	Olfr677	ENSMUSG00000073914	Olfactory transduction - Mus musculus (house mouse)
258356	path:mmu04740	Olfr564	ENSMUSG00000048469	Olfactory transduction - Mus musculus (house mouse)
258357	path:mmu04740	Olfr574	ENSMUSG00000045824	Olfactory transduction - Mus musculus (house mouse)
258358	path:mmu04740	Olfr557	ENSMUSG00000073967	Olfactory transduction - Mus musculus (house mouse)
258359	path:mmu04740	Olfr1312	ENSMUSG00000074947	Olfactory transduction - Mus musculus (house mouse)
258360	path:mmu04740	Olfr731	ENSMUSG00000048080	Olfactory transduction - Mus musculus (house mouse)
258361	path:mmu04740	Olfr495	ENSMUSG00000110253	Olfactory transduction - Mus musculus (house mouse)
258362	path:mmu04740	Olfr1094	ENSMUSG00000044213	Olfactory transduction - Mus musculus (house mouse)
258363	path:mmu04740	Olfr1093	ENSMUSG00000047969	Olfactory transduction - Mus musculus (house mouse)
258364	path:mmu04740	Olfr976	ENSMUSG00000047352	Olfactory transduction - Mus musculus (house mouse)
258365	path:mmu04740	Olfr361	ENSMUSG00000075378	Olfactory transduction - Mus musculus (house mouse)
258366	path:mmu04740	Olfr434	ENSMUSG00000059411	Olfactory transduction - Mus musculus (house mouse)
258368	path:mmu04740	Olfr1450	ENSMUSG00000062892	Olfactory transduction - Mus musculus (house mouse)
258369	path:mmu04740	Olfr509	ENSMUSG00000049280	Olfactory transduction - Mus musculus (house mouse)
258370	path:mmu04740	Olfr1253	ENSMUSG00000075075	Olfactory transduction - Mus musculus (house mouse)
258371	path:mmu04740	Olfr368	ENSMUSG00000049018	Olfactory transduction - Mus musculus (house mouse)
258372	path:mmu04740	Olfr918	ENSMUSG00000046150	Olfactory transduction - Mus musculus (house mouse)
258373	path:mmu04740	Olfr323	ENSMUSG00000043880	Olfactory transduction - Mus musculus (house mouse)
258374	path:mmu04740	Olfr127	ENSMUSG00000058114	Olfactory transduction - Mus musculus (house mouse)
258375	path:mmu04740	Olfr794	ENSMUSG00000044293	Olfactory transduction - Mus musculus (house mouse)
258377	path:mmu04740	Olfr654	ENSMUSG00000073925	Olfactory transduction - Mus musculus (house mouse)
258378	path:mmu04740	Olfr593	ENSMUSG00000073955	Olfactory transduction - Mus musculus (house mouse)
258379	path:mmu04740	Olfr1284	ENSMUSG00000108931	Olfactory transduction - Mus musculus (house mouse)
258380	path:mmu04740	Olfr461	ENSMUSG00000068259	Olfactory transduction - Mus musculus (house mouse)
258381	path:mmu04740	Olfr460	ENSMUSG00000045514	Olfactory transduction - Mus musculus (house mouse)
258383	path:mmu04740	Olfr1347	ENSMUSG00000034583	Olfactory transduction - Mus musculus (house mouse)
258384	path:mmu04740	Olfr1350	ENSMUSG00000056696	Olfactory transduction - Mus musculus (house mouse)
258385	path:mmu04740	Olfr1323	ENSMUSG00000050504	Olfactory transduction - Mus musculus (house mouse)
258386	path:mmu04740	Olfr1058	ENSMUSG00000075186	Olfactory transduction - Mus musculus (house mouse)
258387	path:mmu04740	Olfr720	ENSMUSG00000052417	Olfactory transduction - Mus musculus (house mouse)
258388	path:mmu04740	Olfr1279	ENSMUSG00000109813	Olfactory transduction - Mus musculus (house mouse)
258389	path:mmu04740	Olfr1278	ENSMUSG00000068647	Olfactory transduction - Mus musculus (house mouse)
258390	path:mmu04740	Olfr1276	ENSMUSG00000063844	Olfactory transduction - Mus musculus (house mouse)
258391	path:mmu04740	Olfr1277	ENSMUSG00000074965	Olfactory transduction - Mus musculus (house mouse)
258392	path:mmu04740	Olfr190	ENSMUSG00000064006	Olfactory transduction - Mus musculus (house mouse)
258393	path:mmu04740	Olfr1325	ENSMUSG00000051706	Olfactory transduction - Mus musculus (house mouse)
258394	path:mmu04740	Olfr1328	ENSMUSG00000111259	Olfactory transduction - Mus musculus (house mouse)
258395	path:mmu04740	Olfr1288	ENSMUSG00000044039	Olfactory transduction - Mus musculus (house mouse)
258396	path:mmu04740	Olfr1305	ENSMUSG00000074955	Olfactory transduction - Mus musculus (house mouse)
258397	path:mmu04740	Olfr1303	ENSMUSG00000093804	Olfactory transduction - Mus musculus (house mouse)
258398	path:mmu04740	Olfr1295	ENSMUSG00000108919	Olfactory transduction - Mus musculus (house mouse)
258399	path:mmu04740	Olfr1289	ENSMUSG00000061195	Olfactory transduction - Mus musculus (house mouse)
258400	path:mmu04740	Olfr228	ENSMUSG00000111772	Olfactory transduction - Mus musculus (house mouse)
258401	path:mmu04740	Olfr1076	ENSMUSG00000060742	Olfactory transduction - Mus musculus (house mouse)
258402	path:mmu04740	Olfr1079	ENSMUSG00000075179	Olfactory transduction - Mus musculus (house mouse)
258403	path:mmu04740	Olfr1065	ENSMUSG00000111306	Olfactory transduction - Mus musculus (house mouse)
258404	path:mmu04740	Olfr1080	ENSMUSG00000110912	Olfactory transduction - Mus musculus (house mouse)
258405	path:mmu04740	Olfr1420	ENSMUSG00000060878	Olfactory transduction - Mus musculus (house mouse)
258406	path:mmu04740	Olfr462	ENSMUSG00000093839	Olfactory transduction - Mus musculus (house mouse)
258407	path:mmu04740	Olfr464	ENSMUSG00000060787	Olfactory transduction - Mus musculus (house mouse)
258408	path:mmu04740	Olfr463	ENSMUSG00000093920	Olfactory transduction - Mus musculus (house mouse)
258409	path:mmu04740	Olfr1431	ENSMUSG00000094133	Olfactory transduction - Mus musculus (house mouse)
258410	path:mmu04740	Olfr291	ENSMUSG00000070460	Olfactory transduction - Mus musculus (house mouse)
258411	path:mmu04740	Olfr290	ENSMUSG00000116179	Olfactory transduction - Mus musculus (house mouse)
258412	path:mmu04740	Olfr877	ENSMUSG00000066749	Olfactory transduction - Mus musculus (house mouse)
258413	path:mmu04740	Olfr881	ENSMUSG00000060583	Olfactory transduction - Mus musculus (house mouse)
258414	path:mmu04740	Olfr883	ENSMUSG00000094461	Olfactory transduction - Mus musculus (house mouse)
258415	path:mmu04740	Olfr887	ENSMUSG00000096167	Olfactory transduction - Mus musculus (house mouse)
258416	path:mmu04740	Olfr888	ENSMUSG00000095527	Olfactory transduction - Mus musculus (house mouse)
258417	path:mmu04740	Olfr470	ENSMUSG00000109542	Olfactory transduction - Mus musculus (house mouse)
258418	path:mmu04740	Olfr469	ENSMUSG00000095910	Olfactory transduction - Mus musculus (house mouse)
258420	path:mmu04740	Olfr221	ENSMUSG00000044286	Olfactory transduction - Mus musculus (house mouse)
258421	path:mmu04740	Olfr223	ENSMUSG00000048919	Olfactory transduction - Mus musculus (house mouse)
258422	path:mmu04740	Olfr742	ENSMUSG00000068431	Olfactory transduction - Mus musculus (house mouse)
258423	path:mmu04740	Olfr1510	ENSMUSG00000063106	Olfactory transduction - Mus musculus (house mouse)
258424	path:mmu04740	Olfr1512	ENSMUSG00000094140	Olfactory transduction - Mus musculus (house mouse)
258425	path:mmu04740	Olfr994	ENSMUSG00000075219	Olfactory transduction - Mus musculus (house mouse)
258426	path:mmu04740	Olfr995	ENSMUSG00000075218	Olfactory transduction - Mus musculus (house mouse)
258427	path:mmu04740	Olfr993	ENSMUSG00000075220	Olfactory transduction - Mus musculus (house mouse)
258428	path:mmu04740	Olfr998	ENSMUSG00000111454	Olfactory transduction - Mus musculus (house mouse)
258429	path:mmu04740	Olfr996	ENSMUSG00000111179	Olfactory transduction - Mus musculus (house mouse)
258430	path:mmu04740	Olfr938	ENSMUSG00000048501	Olfactory transduction - Mus musculus (house mouse)
258431	path:mmu04740	Olfr937	ENSMUSG00000094182	Olfactory transduction - Mus musculus (house mouse)
258432	path:mmu04740	Olfr919	ENSMUSG00000056961	Olfactory transduction - Mus musculus (house mouse)
258433	path:mmu04740	Olfr933	ENSMUSG00000058515	Olfactory transduction - Mus musculus (house mouse)
258434	path:mmu04740	Olfr934	ENSMUSG00000057424	Olfactory transduction - Mus musculus (house mouse)
258435	path:mmu04740	Olfr382	ENSMUSG00000095312	Olfactory transduction - Mus musculus (house mouse)
258436	path:mmu04740	Olfr458	ENSMUSG00000068574	Olfactory transduction - Mus musculus (house mouse)
258437	path:mmu04740	Olfr450	ENSMUSG00000054431	Olfactory transduction - Mus musculus (house mouse)
258438	path:mmu04740	Olfr215	ENSMUSG00000050654	Olfactory transduction - Mus musculus (house mouse)
258439	path:mmu04740	Olfr1309	ENSMUSG00000109528	Olfactory transduction - Mus musculus (house mouse)
258440	path:mmu04740	Olfr1317	ENSMUSG00000050776	Olfactory transduction - Mus musculus (house mouse)
258441	path:mmu04740	Olfr1310	ENSMUSG00000108827	Olfactory transduction - Mus musculus (house mouse)
258442	path:mmu04740	Olfr1314	ENSMUSG00000074945	Olfactory transduction - Mus musculus (house mouse)
258443	path:mmu04740	Olfr164	ENSMUSG00000050742	Olfactory transduction - Mus musculus (house mouse)
258444	path:mmu04740	Olfr694	ENSMUSG00000064223	Olfactory transduction - Mus musculus (house mouse)
258445	path:mmu04740	Olfr693	ENSMUSG00000051680	Olfactory transduction - Mus musculus (house mouse)
258446	path:mmu04740	Olfr1231	ENSMUSG00000075093	Olfactory transduction - Mus musculus (house mouse)
258447	path:mmu04740	Olfr1241	ENSMUSG00000075086	Olfactory transduction - Mus musculus (house mouse)
258448	path:mmu04740	Olfr92	ENSMUSG00000096477	Olfactory transduction - Mus musculus (house mouse)
258449	path:mmu04740	Olfr282	ENSMUSG00000063780	Olfactory transduction - Mus musculus (house mouse)
258450	path:mmu04740	Olfr1199	ENSMUSG00000089892	Olfactory transduction - Mus musculus (house mouse)
258451	path:mmu04740	Olfr1215	ENSMUSG00000100016	Olfactory transduction - Mus musculus (house mouse)
258453	path:mmu04740	Olfr1209	ENSMUSG00000075113	Olfactory transduction - Mus musculus (house mouse)
258454	path:mmu04740	Olfr1202	ENSMUSG00000064084	Olfactory transduction - Mus musculus (house mouse)
258455	path:mmu04740	Olfr1204	ENSMUSG00000061798	Olfactory transduction - Mus musculus (house mouse)
258456	path:mmu04740	Olfr1196	ENSMUSG00000075120	Olfactory transduction - Mus musculus (house mouse)
258457	path:mmu04740	Olfr108	ENSMUSG00000059687	Olfactory transduction - Mus musculus (house mouse)
258458	path:mmu04740	Olfr165	ENSMUSG00000050158	Olfactory transduction - Mus musculus (house mouse)
258459	path:mmu04740	Olfr1388	ENSMUSG00000047702	Olfactory transduction - Mus musculus (house mouse)
258460	path:mmu04740	Olfr1391	ENSMUSG00000101874	Olfactory transduction - Mus musculus (house mouse)
258461	path:mmu04740	Olfr1381	ENSMUSG00000095187	Olfactory transduction - Mus musculus (house mouse)
258462	path:mmu04740	Olfr1392	ENSMUSG00000101750	Olfactory transduction - Mus musculus (house mouse)
258463	path:mmu04740	Olfr1393	ENSMUSG00000059864	Olfactory transduction - Mus musculus (house mouse)
258464	path:mmu04740	Olfr1384	ENSMUSG00000044170	Olfactory transduction - Mus musculus (house mouse)
258465	path:mmu04740	Olfr1387	ENSMUSG00000063386	Olfactory transduction - Mus musculus (house mouse)
258466	path:mmu04740	Olfr1261	ENSMUSG00000061295	Olfactory transduction - Mus musculus (house mouse)
258468	path:mmu04740	Olfr1254	ENSMUSG00000075074	Olfactory transduction - Mus musculus (house mouse)
258469	path:mmu04740	Olfr90	ENSMUSG00000056600	Olfactory transduction - Mus musculus (house mouse)
258470	path:mmu04740	Olfr91	ENSMUSG00000095377	Olfactory transduction - Mus musculus (house mouse)
258471	path:mmu04740	Olfr891	ENSMUSG00000045528	Olfactory transduction - Mus musculus (house mouse)
258472	path:mmu04740	Olfr899	ENSMUSG00000049864	Olfactory transduction - Mus musculus (house mouse)
258474	path:mmu04740	Olfr890	ENSMUSG00000096409	Olfactory transduction - Mus musculus (house mouse)
258475	path:mmu04740	Olfr889	ENSMUSG00000096356	Olfactory transduction - Mus musculus (house mouse)
258477	path:mmu04740	Olfr197	NA	Olfactory transduction - Mus musculus (house mouse)
258478	path:mmu04740	Olfr183	ENSMUSG00000062105	Olfactory transduction - Mus musculus (house mouse)
258479	path:mmu04740	Olfr203	ENSMUSG00000068182	Olfactory transduction - Mus musculus (house mouse)
258480	path:mmu04740	Olfr130	ENSMUSG00000094878	Olfactory transduction - Mus musculus (house mouse)
258481	path:mmu04740	Olfr137	ENSMUSG00000054940	Olfactory transduction - Mus musculus (house mouse)
258482	path:mmu04740	Olfr266	ENSMUSG00000043529	Olfactory transduction - Mus musculus (house mouse)
258483	path:mmu04740	Olfr1411	ENSMUSG00000062497	Olfactory transduction - Mus musculus (house mouse)
258484	path:mmu04740	Olfr1410	ENSMUSG00000063583	Olfactory transduction - Mus musculus (house mouse)
258485	path:mmu04740	Olfr724	ENSMUSG00000096254	Olfactory transduction - Mus musculus (house mouse)
258486	path:mmu04740	Olfr730	ENSMUSG00000109835	Olfactory transduction - Mus musculus (house mouse)
258487	path:mmu04740	Olfr722	ENSMUSG00000048933	Olfactory transduction - Mus musculus (house mouse)
258488	path:mmu04740	Olfr474	ENSMUSG00000094197	Olfactory transduction - Mus musculus (house mouse)
258489	path:mmu04740	Olfr486	ENSMUSG00000096068	Olfactory transduction - Mus musculus (house mouse)
258490	path:mmu04740	Olfr492	ENSMUSG00000109497	Olfactory transduction - Mus musculus (house mouse)
258491	path:mmu04740	Olfr490	ENSMUSG00000109884	Olfactory transduction - Mus musculus (house mouse)
258492	path:mmu04740	Olfr484	ENSMUSG00000110171	Olfactory transduction - Mus musculus (house mouse)
258493	path:mmu04740	Olfr319	ENSMUSG00000064044	Olfactory transduction - Mus musculus (house mouse)
258494	path:mmu04740	Olfr318	ENSMUSG00000108265	Olfactory transduction - Mus musculus (house mouse)
258495	path:mmu04740	Olfr328	ENSMUSG00000057654	Olfactory transduction - Mus musculus (house mouse)
258497	path:mmu04740	Olfr961	ENSMUSG00000059106	Olfactory transduction - Mus musculus (house mouse)
258498	path:mmu04740	Olfr148	ENSMUSG00000048299	Olfactory transduction - Mus musculus (house mouse)
258499	path:mmu04740	Olfr945	ENSMUSG00000063380	Olfactory transduction - Mus musculus (house mouse)
258500	path:mmu04740	Olfr944	ENSMUSG00000096555	Olfactory transduction - Mus musculus (house mouse)
258501	path:mmu04740	Olfr959	ENSMUSG00000059366	Olfactory transduction - Mus musculus (house mouse)
258502	path:mmu04740	Olfr279	ENSMUSG00000054036	Olfactory transduction - Mus musculus (house mouse)
258503	path:mmu04740	Olfr98	ENSMUSG00000063660	Olfactory transduction - Mus musculus (house mouse)
258504	path:mmu04740	Olfr107	ENSMUSG00000063188	Olfactory transduction - Mus musculus (house mouse)
258505	path:mmu04740	Olfr97	ENSMUSG00000058802	Olfactory transduction - Mus musculus (house mouse)
258506	path:mmu04740	Olfr95	ENSMUSG00000049561	Olfactory transduction - Mus musculus (house mouse)
258507	path:mmu04740	Olfr96	ENSMUSG00000064121	Olfactory transduction - Mus musculus (house mouse)
258508	path:mmu04740	Olfr99	ENSMUSG00000061972	Olfactory transduction - Mus musculus (house mouse)
258509	path:mmu04740	Olfr1375	ENSMUSG00000057890	Olfactory transduction - Mus musculus (house mouse)
258511	path:mmu04740	Olfr523	ENSMUSG00000051051	Olfactory transduction - Mus musculus (house mouse)
258512	path:mmu04740	Olfr530	ENSMUSG00000060974	Olfactory transduction - Mus musculus (house mouse)
258513	path:mmu04740	Olfr536	ENSMUSG00000052508	Olfactory transduction - Mus musculus (house mouse)
258515	path:mmu04740	Olfr854	ENSMUSG00000095667	Olfactory transduction - Mus musculus (house mouse)
258516	path:mmu04740	Olfr850	ENSMUSG00000094535	Olfactory transduction - Mus musculus (house mouse)
258517	path:mmu04740	Olfr855	ENSMUSG00000043087	Olfactory transduction - Mus musculus (house mouse)
258518	path:mmu04740	Olfr847	ENSMUSG00000059821	Olfactory transduction - Mus musculus (house mouse)
258519	path:mmu04740	Olfr859	ENSMUSG00000095448	Olfactory transduction - Mus musculus (house mouse)
258520	path:mmu04740	Olfr849	ENSMUSG00000052182	Olfactory transduction - Mus musculus (house mouse)
258521	path:mmu04740	Olfr860	ENSMUSG00000066905	Olfactory transduction - Mus musculus (house mouse)
258522	path:mmu04740	Olfr1183	ENSMUSG00000049372	Olfactory transduction - Mus musculus (house mouse)
258523	path:mmu04740	Olfr1186	ENSMUSG00000082882	Olfactory transduction - Mus musculus (house mouse)
258524	path:mmu04740	Olfr1168	ENSMUSG00000061342	Olfactory transduction - Mus musculus (house mouse)
258525	path:mmu04740	Olfr1170	ENSMUSG00000075133	Olfactory transduction - Mus musculus (house mouse)
258526	path:mmu04740	Olfr1367	ENSMUSG00000045508	Olfactory transduction - Mus musculus (house mouse)
258527	path:mmu04740	Olfr1368	ENSMUSG00000045474	Olfactory transduction - Mus musculus (house mouse)
258528	path:mmu04740	Olfr1370	ENSMUSG00000042869	Olfactory transduction - Mus musculus (house mouse)
